# MU = distance modulus corrected for bias and contamination
# MUERR = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
#
VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 58157 12 1.06531 1.06531 44.05006 0.17520 0.00180 0.00525
SN: 746057 12 1.06531 1.06531 44.24101 0.23800 0.00180 0.00642
SN: 959176 12 1.06535 1.06535 44.46478 0.19010 0.00180 0.00876
SN: 715973 12 1.06542 1.06542 44.02071 0.16590 0.00180 0.00595
SN: 1116282 12 1.06547 1.06547 43.94632 0.12550 0.00180 0.00527
SN: 216876 12 1.06563 1.06563 44.46962 0.20580 0.00180 0.00695
SN: 613113 12 1.06569 1.06569 44.33003 0.34100 0.00180 0.00870
SN: 915170 12 1.06586 1.06586 44.14614 0.17420 0.00180 0.00520
SN: 1149677 12 1.06635 1.06635 43.98580 0.16200 0.00180 0.01236
SN: 164311 12 1.06654 1.06654 44.72566 0.26380 0.00180 0.00915
SN: 1027274 12 1.06661 1.06661 44.51080 0.21280 0.00180 0.02510
SN: 716973 12 1.06673 1.06673 44.12411 0.17930 0.00180 0.00477
SN: 178773 12 1.06680 1.06680 44.36022 0.16680 0.00180 0.00265
SN: 609551 12 1.06684 1.06684 44.33494 0.16590 0.00180 0.00720
SN: 943637 12 1.06704 1.06704 44.23136 0.19570 0.00180 0.00236
SN: 301701 12 1.06710 1.06710 44.30396 0.20520 0.00180 0.00374
SN: 435909 12 1.06744 1.06744 43.96981 0.18390 0.00180 0.12076
SN: 1107699 12 1.06752 1.06752 44.20817 0.18880 0.00180 0.05311
SN: 745845 12 1.06755 1.06755 43.94419 0.16650 0.00180 0.00224
SN: 226321 12 1.06764 1.06764 44.40274 0.22150 0.00180 0.00632
SN: 315836 12 1.06780 1.06780 44.20979 0.19930 0.00180 0.00693
SN: 958232 12 1.06780 1.06780 44.13853 0.18500 0.00180 0.00399
SN: 1140687 12 1.06781 1.06781 44.59633 0.19360 0.00180 0.31559
SN: 404484 12 1.06794 1.06794 44.31679 0.21510 0.00180 0.00235
SN: 404601 12 1.06807 1.06807 44.34364 0.20100 0.00180 0.00293
SN: 874350 12 1.06838 1.06838 44.08518 0.17030 0.00180 0.00974
SN: 994699 12 1.06857 1.06857 43.78724 0.18700 0.00180 0.00321
SN: 240566 12 1.06863 1.06863 44.41655 0.18590 0.00180 0.21024
SN: 255251 12 1.06871 1.06871 44.50891 0.25090 0.00180 0.00564
SN: 117813 12 1.06975 1.06975 44.26275 0.18440 0.00180 0.00486
SN: 672615 12 1.06978 1.06978 44.25630 0.19380 0.00180 0.00398
SN: 212606 12 1.06998 1.06998 44.66621 0.24640 0.00180 0.10056
SN: 494455 12 1.07001 1.07001 44.48090 0.20700 0.00180 0.00981
SN: 14281 12 1.07004 1.07004 44.28749 0.14690 0.00180 0.00204
SN: 8616 12 1.07019 1.07019 44.44361 0.21330 0.00180 0.04317
SN: 133596 12 1.07037 1.07037 44.09684 0.15460 0.00180 0.00465
SN: 1172792 12 1.07043 1.07043 44.34013 0.18700 0.00180 0.00311
SN: 444212 12 1.07060 1.07060 44.54780 0.20290 0.00180 0.00378
SN: 662075 12 1.07112 1.07112 44.36057 0.24970 0.00180 0.00232
SN: 449907 12 1.07126 1.07126 44.20632 0.18040 0.00180 0.00594
SN: 72297 12 1.07130 1.07130 44.50367 0.23140 0.00180 0.00465
SN: 920802 12 1.07130 1.07130 44.29143 0.22040 0.00180 0.01467
SN: 892802 12 1.07145 1.07145 44.60237 0.22290 0.00180 0.00380
SN: 579732 12 1.07195 1.07195 44.10512 0.18260 0.00180 0.00479
SN: 774450 12 1.07246 1.07246 44.21802 0.23940 0.00180 0.00613
SN: 327944 12 1.07288 1.07288 44.23816 0.22130 0.00180 0.00218
SN: 1132613 12 1.07304 1.07304 44.22159 0.17620 0.00180 0.00458
SN: 222211 12 1.07324 1.07324 44.05777 0.17730 0.00180 0.00486
SN: 232283 12 1.07331 1.07331 44.39854 0.25750 0.00180 0.14294
SN: 694988 12 1.07352 1.07352 44.23597 0.20130 0.00180 0.00482
SN: 1091493 12 1.07363 1.07363 44.53531 0.19440 0.00180 0.00437
SN: 643874 12 1.07376 1.07376 44.21689 0.16900 0.00180 0.08105
SN: 23229 12 1.07382 1.07382 44.48232 0.29270 0.00180 0.01114
SN: 2302 12 1.07412 1.07412 44.13903 0.23740 0.00180 0.05445
SN: 586366 12 1.07443 1.07443 44.65110 0.23990 0.00180 0.00528
SN: 409140 12 1.07451 1.07451 44.45560 0.18200 0.00180 0.00735
SN: 294406 12 1.07457 1.07457 44.23220 0.18870 0.00180 0.00843
SN: 352912 12 1.07462 1.07462 44.50621 0.20230 0.00180 0.00367
SN: 1039643 12 1.07508 1.07508 44.11646 0.26210 0.00180 0.01915
SN: 278585 12 1.07524 1.07524 44.04881 0.21130 0.00180 0.00539
SN: 707156 12 1.07534 1.07534 44.08655 0.13750 0.00180 0.00414
SN: 518113 12 1.07542 1.07542 44.16521 0.17790 0.00180 0.01040
SN: 935118 12 1.07549 1.07549 44.20315 0.17110 0.00180 0.00392
SN: 681322 12 1.07562 1.07562 44.23362 0.17510 0.00180 0.01277
SN: 332068 12 1.07612 1.07612 44.26269 0.21010 0.00180 0.22377
SN: 953094 12 1.07614 1.07614 44.19580 0.18620 0.00180 0.07585
SN: 775574 12 1.07626 1.07626 44.25930 0.25270 0.00180 0.00735
SN: 1013901 12 1.07627 1.07627 44.57215 0.20750 0.00180 0.00963
SN: 1013528 12 1.07644 1.07644 44.02360 0.24090 0.00180 0.01766
SN: 772575 12 1.07666 1.07666 44.30668 0.18890 0.00180 0.00329
SN: 399809 12 1.07710 1.07710 44.22225 0.22870 0.00180 0.00377
SN: 266478 12 1.07729 1.07729 44.24479 0.18420 0.00180 0.12914
SN: 83888 12 1.07731 1.07731 44.15073 0.19070 0.00180 0.00422
SN: 684181 12 1.07756 1.07756 44.57958 0.24200 0.00180 0.33738
SN: 116885 12 1.07770 1.07770 44.09939 0.16960 0.00180 0.00280
SN: 961472 12 1.07774 1.07774 44.29073 0.23870 0.00180 0.00708
SN: 600727 12 1.07789 1.07789 44.47838 0.19080 0.00180 0.01207
SN: 92613 12 1.07816 1.07816 43.90452 0.16100 0.00180 0.00218
SN: 257878 12 1.07838 1.07838 44.11980 0.17480 0.00180 0.01640
SN: 448192 12 1.07851 1.07851 44.62892 0.23970 0.00180 0.00360
SN: 681139 12 1.07870 1.07870 44.29322 0.13420 0.00180 0.00472
SN: 168326 12 1.07896 1.07896 43.90221 0.16710 0.00180 0.00972
SN: 65464 12 1.07898 1.07898 44.15523 0.11060 0.00180 0.01474
SN: 314159 12 1.07918 1.07918 44.15323 0.19140 0.00180 0.00672
SN: 449591 12 1.07923 1.07923 44.49460 0.19280 0.00180 0.00564
SN: 457949 12 1.07960 1.07960 44.17518 0.20290 0.00180 0.00472
SN: 987017 12 1.07970 1.07970 44.75746 0.23040 0.00180 0.01160
SN: 482980 12 1.08007 1.08007 44.36229 0.22840 0.00180 0.00609
SN: 158404 12 1.08016 1.08016 44.55089 0.19060 0.00180 0.00536
SN: 315888 12 1.08038 1.08038 43.94457 0.19640 0.00180 0.00311
SN: 953566 12 1.08042 1.08042 44.51230 0.20370 0.00180 0.00656
SN: 248455 12 1.08054 1.08054 44.43156 0.18580 0.00180 0.10733
SN: 244628 12 1.08059 1.08059 44.00678 0.19970 0.00180 0.01584
SN: 393381 12 1.08070 1.08070 44.26560 0.18410 0.00180 0.01105
SN: 734038 12 1.08124 1.08124 44.49633 0.19700 0.00180 0.01867
SN: 77196 12 1.08135 1.08135 44.40064 0.23310 0.00180 0.00431
SN: 754458 12 1.08146 1.08146 44.42482 0.22530 0.00180 0.01363
SN: 829157 12 1.08173 1.08173 44.11149 0.17460 0.00180 0.00988
SN: 1037915 12 1.08205 1.08205 44.37762 0.19240 0.00180 0.00421
SN: 140099 12 1.08210 1.08210 44.41399 0.16720 0.00180 0.00441
SN: 329144 12 1.08227 1.08227 44.49379 0.24480 0.00180 0.22307
SN: 692514 12 1.08242 1.08242 44.21456 0.18150 0.00180 0.02329
SN: 1134286 12 1.08268 1.08268 44.40214 0.21540 0.00180 0.00331
SN: 943346 12 1.08280 1.08280 44.14014 0.22980 0.00180 0.00593
SN: 187891 12 1.08322 1.08322 44.20468 0.19720 0.00180 0.05879
SN: 431465 12 1.08323 1.08323 44.19468 0.17810 0.00180 0.00277
SN: 491212 12 1.08348 1.08348 44.41538 0.16060 0.00180 0.05528
SN: 300538 12 1.08351 1.08351 44.41220 0.19450 0.00180 0.01491
SN: 776167 12 1.08365 1.08365 44.55070 0.20220 0.00180 0.00752
SN: 216732 12 1.08376 1.08376 44.03598 0.22620 0.00180 0.05944
SN: 840551 12 1.08380 1.08380 44.34204 0.20030 0.00180 0.00674
SN: 501787 12 1.08407 1.08407 44.13568 0.20500 0.00180 0.18493
SN: 906804 12 1.08475 1.08475 44.29354 0.19870 0.00180 0.01251
SN: 221857 12 1.08477 1.08477 44.31660 0.17910 0.00180 0.00946
SN: 34893 12 1.08526 1.08526 44.52516 0.52380 0.00180 0.00813
SN: 139970 12 1.08543 1.08543 44.27191 0.20560 0.00180 0.01212
SN: 672741 12 1.08575 1.08575 44.36109 0.20180 0.00180 0.30500
SN: 299685 12 1.08577 1.08577 44.28107 0.16890 0.00180 0.11936
SN: 1058908 12 1.08600 1.08600 44.54032 0.22290 0.00180 0.05505
SN: 314471 12 1.08602 1.08602 44.34718 0.19630 0.00180 0.00308
SN: 328531 12 1.08606 1.08606 44.38292 0.19110 0.00180 0.03469
SN: 467427 12 1.08613 1.08613 44.38884 0.21690 0.00180 0.15552
SN: 882018 12 1.08669 1.08669 44.54537 0.18580 0.00180 0.00525
SN: 815429 12 1.08674 1.08674 44.31516 0.19660 0.00180 0.01550
SN: 256964 12 1.08697 1.08697 43.96259 0.17650 0.00180 0.01856
SN: 1156834 12 1.08748 1.08748 44.02758 0.16800 0.00180 0.00554
SN: 569884 12 1.08752 1.08752 44.68993 0.38510 0.00180 0.00814
SN: 1136883 12 1.08766 1.08766 44.04386 0.18130 0.00180 0.00674
SN: 1157654 12 1.08775 1.08775 44.29965 0.13340 0.00180 0.00395
SN: 208173 12 1.08781 1.08781 44.35524 0.21060 0.00180 0.00395
SN: 920201 12 1.08796 1.08796 44.28383 0.26250 0.00180 0.21529
SN: 932716 12 1.08825 1.08825 44.31340 0.19730 0.00180 0.00242
SN: 1054807 12 1.08850 1.08850 44.35519 0.24060 0.00180 0.07481
SN: 69319 12 1.08850 1.08850 44.68677 0.22280 0.00180 0.00662
SN: 935900 12 1.08854 1.08854 44.29663 0.18340 0.00180 0.00393
SN: 971546 12 1.08855 1.08855 44.26539 0.13280 0.00180 0.00479
SN: 523802 12 1.08868 1.08868 44.25518 0.28370 0.00180 0.10776
SN: 794534 12 1.08868 1.08868 44.39770 0.22480 0.00180 0.00485
SN: 624588 12 1.08872 1.08872 44.17655 0.17970 0.00180 0.00258
SN: 820428 12 1.08897 1.08897 44.35016 0.21270 0.00180 0.00518
SN: 292805 12 1.08914 1.08914 44.75178 0.23390 0.00180 0.01979
SN: 656550 12 1.08914 1.08914 44.21880 0.16610 0.00180 0.00380
SN: 468819 12 1.08918 1.08918 44.14805 0.31060 0.00180 0.02578
SN: 49157 12 1.08925 1.08925 44.26702 0.20860 0.00180 0.01261
SN: 388467 12 1.08943 1.08943 44.08028 0.17700 0.00180 0.00847
SN: 310822 12 1.08956 1.08956 44.35188 0.26930 0.00180 0.29708
SN: 48543 12 1.08986 1.08986 44.34159 0.29520 0.00180 0.01152
SN: 428919 12 1.09015 1.09015 44.41135 0.24430 0.00180 0.06899
SN: 375978 12 1.09037 1.09037 44.17903 0.20300 0.00180 0.00297
SN: 921900 12 1.09059 1.09059 44.43167 0.20940 0.00180 0.00387
SN: 189885 12 1.09072 1.09072 44.26754 0.19940 0.00180 0.01582
SN: 537016 12 1.09079 1.09079 43.88424 0.16990 0.00180 0.00943
SN: 400964 12 1.09093 1.09093 44.66803 0.22950 0.00180 0.01248
SN: 181522 12 1.09104 1.09104 44.61415 0.36950 0.00180 0.38780
SN: 80347 12 1.09132 1.09132 44.21123 0.17920 0.00180 0.00388
SN: 1003327 12 1.09187 1.09187 44.45818 0.21400 0.00180 0.00424
SN: 79170 12 1.09236 1.09236 44.56524 0.24040 0.00180 0.00958
SN: 942549 12 1.09274 1.09274 44.37354 0.17650 0.00180 0.00545
SN: 458872 12 1.09315 1.09315 44.19814 0.19770 0.00180 0.09338
SN: 693533 12 1.09319 1.09319 44.28857 0.24300 0.00180 0.00871
SN: 968859 12 1.09330 1.09330 44.42161 0.19510 0.00180 0.00253
SN: 1055068 12 1.09336 1.09336 44.40066 0.19730 0.00180 0.00267
SN: 770970 12 1.09342 1.09342 44.17956 0.19170 0.00180 0.00708
SN: 439079 12 1.09372 1.09372 44.12129 0.17300 0.00180 0.00267
SN: 920869 12 1.09378 1.09378 44.65360 0.21730 0.00180 0.00290
SN: 733616 12 1.09383 1.09383 44.51947 0.19700 0.00180 0.17440
SN: 230685 12 1.09428 1.09428 43.86888 0.20210 0.00180 0.19590
SN: 70474 12 1.09442 1.09442 44.60276 0.17130 0.00180 0.02164
SN: 1126570 12 1.09453 1.09453 44.30518 0.21110 0.00180 0.00666
SN: 980057 12 1.09470 1.09470 44.28153 0.17260 0.00180 0.00648
SN: 349187 12 1.09472 1.09472 44.48102 0.24310 0.00180 0.00909
SN: 1126209 12 1.09486 1.09486 44.18238 0.17940 0.00180 0.00477
SN: 213357 12 1.09510 1.09510 44.20603 0.19120 0.00180 0.01035
SN: 249591 12 1.09524 1.09524 44.05256 0.16410 0.00180 0.01294
SN: 289507 12 1.09550 1.09550 44.27454 0.19970 0.00180 0.00292
SN: 714829 12 1.09594 1.09594 44.76162 0.26860 0.00180 0.07504
SN: 1136349 12 1.09600 1.09600 44.37311 0.16320 0.00180 0.00361
SN: 961727 12 1.09608 1.09608 44.17416 0.20300 0.00180 0.00904
SN: 349249 12 1.09613 1.09613 44.40785 0.21970 0.00180 0.00866
SN: 100324 12 1.09643 1.09643 44.01759 0.17010 0.00180 0.00335
SN: 489699 12 1.09651 1.09651 44.47380 0.17260 0.00180 0.00586
SN: 927497 12 1.09671 1.09671 44.55807 0.22250 0.00180 0.00896
SN: 1134717 12 1.09684 1.09684 44.49420 0.24630 0.00180 0.01366
SN: 114172 12 1.09688 1.09688 44.19521 0.18030 0.00180 0.00434
SN: 597891 12 1.09696 1.09696 44.33424 0.24870 0.00180 0.00570
SN: 998011 12 1.09707 1.09707 44.40523 0.25940 0.00180 0.00632
SN: 58374 12 1.09732 1.09732 43.98502 0.20710 0.00180 0.00590
SN: 1062922 12 1.09735 1.09735 44.32482 0.20260 0.00180 0.00965
SN: 180999 12 1.09753 1.09753 44.42237 0.19560 0.00180 0.00386
SN: 562686 12 1.09755 1.09755 44.66304 0.20650 0.00180 0.00446
SN: 75638 12 1.09769 1.09769 44.39350 0.18940 0.00180 0.00302
SN: 867864 12 1.09880 1.09880 44.59325 0.31350 0.00180 0.11698
SN: 288396 12 1.09903 1.09903 44.16744 0.32310 0.00180 0.04409
SN: 909666 12 1.09908 1.09908 44.30433 0.18920 0.00180 0.00918
SN: 352997 12 1.09956 1.09956 44.49835 0.26020 0.00180 0.27313
SN: 751392 12 1.09984 1.09984 44.47611 0.20510 0.00180 0.00321
SN: 1005276 12 1.10014 1.10014 44.24953 0.18260 0.00180 0.00277
SN: 139403 12 1.10073 1.10073 44.13008 0.17970 0.00180 0.00245
SN: 272377 12 1.10073 1.10073 44.51956 0.24490 0.00180 0.07476
SN: 853564 12 1.10160 1.10160 44.18295 0.17280 0.00180 0.01553
SN: 477017 12 1.10198 1.10198 44.25711 0.19780 0.00180 0.00407
SN: 468623 12 1.10235 1.10235 44.37195 0.20510 0.00180 0.02421
SN: 936220 12 1.10262 1.10262 44.51114 0.17960 0.00180 0.00408
SN: 436987 12 1.10293 1.10293 44.32369 0.17640 0.00180 0.00367
SN: 1091688 12 1.10329 1.10329 44.52489 0.24370 0.00180 0.00914
SN: 504491 12 1.10358 1.10358 44.18898 0.22070 0.00180 0.02358
SN: 184183 12 1.10361 1.10361 44.28858 0.17810 0.00180 0.00272
SN: 444764 12 1.10406 1.10406 44.33703 0.23350 0.00180 0.04092
SN: 120247 12 1.10409 1.10409 44.32256 0.14350 0.00180 0.00502
SN: 409412 12 1.10431 1.10431 43.91804 0.20870 0.00180 0.00782
SN: 4063 12 1.10437 1.10437 44.14625 0.16050 0.00180 0.00361
SN: 1027867 12 1.10446 1.10446 44.34577 0.26110 0.00180 0.05916
SN: 854313 12 1.10457 1.10457 44.08593 0.17520 0.00180 0.00197
SN: 548942 12 1.10475 1.10475 44.56217 0.25800 0.00180 0.01339
SN: 324016 12 1.10544 1.10544 44.35911 0.29710 0.00180 0.00676
SN: 473580 12 1.10571 1.10571 44.27625 0.19990 0.00180 0.00378
SN: 211250 12 1.10588 1.10588 44.36836 0.18140 0.00180 0.02331
SN: 441016 12 1.10604 1.10604 44.04445 0.16450 0.00180 0.00354
SN: 331390 12 1.10613 1.10613 44.34568 0.22230 0.00180 0.00266
SN: 913708 12 1.10613 1.10613 44.32449 0.18990 0.00180 0.00352
SN: 397476 12 1.10626 1.10626 44.43547 0.17990 0.00180 0.00772
SN: 520822 12 1.10630 1.10630 44.03428 0.27380 0.00180 0.01553
SN: 923602 12 1.10631 1.10631 44.71186 0.13510 0.00180 0.01282
SN: 579621 12 1.10645 1.10645 44.13128 0.20340 0.00180 0.00291
SN: 368288 12 1.10647 1.10647 44.29433 0.19810 0.00180 0.00269
SN: 788869 12 1.10647 1.10647 44.28841 0.18250 0.00180 0.00564
SN: 635901 12 1.10679 1.10679 44.73804 0.22040 0.00180 0.00389
SN: 1121282 12 1.10690 1.10690 44.35184 0.21510 0.00180 0.02840
SN: 682981 12 1.10691 1.10691 44.62214 0.20980 0.00180 0.00448
SN: 541599 12 1.10719 1.10719 44.35518 0.22240 0.00180 0.00408
SN: 171378 12 1.10763 1.10763 44.38336 0.22940 0.00180 0.00252
SN: 107532 12 1.10796 1.10796 44.61548 0.22530 0.00180 0.00840
SN: 791207 12 1.10815 1.10815 44.42329 0.23030 0.00180 0.01809
SN: 402026 12 1.10837 1.10837 44.11093 0.29770 0.00180 0.01752
SN: 1116940 12 1.10854 1.10854 44.31959 0.18890 0.00180 0.01210
SN: 574728 12 1.10877 1.10877 44.10471 0.16670 0.00180 0.00284
SN: 310884 12 1.10893 1.10893 44.20111 0.21350 0.00180 0.00818
SN: 686162 12 1.10895 1.10895 44.13897 0.19480 0.00180 0.00694
SN: 919502 12 1.10922 1.10922 44.02963 0.18100 0.00180 0.00373
SN: 47019 12 1.10928 1.10928 44.33930 0.17000 0.00180 0.00421
SN: 283089 12 1.10935 1.10935 44.13987 0.16810 0.00180 0.00259
SN: 872103 12 1.10963 1.10963 44.23097 0.19270 0.00180 0.00396
SN: 991433 12 1.11093 1.11093 44.59437 0.24770 0.00180 0.01165
SN: 113223 12 1.11136 1.11136 44.34320 0.20200 0.00180 0.00382
SN: 714982 12 1.11167 1.11167 44.20320 0.16970 0.00180 0.00571
SN: 390652 12 1.11169 1.11169 44.29817 0.16150 0.00180 0.00287
SN: 926907 12 1.11187 1.11187 44.55505 0.26410 0.00180 0.00664
SN: 933010 12 1.11202 1.11202 44.52928 0.21320 0.00180 0.00583
SN: 971249 12 1.11259 1.11259 44.22849 0.20640 0.00180 0.02302
SN: 484253 12 1.11276 1.11276 44.64108 0.49050 0.00180 0.00585
SN: 800994 12 1.11277 1.11277 44.20096 0.18520 0.00180 0.00271
SN: 708939 12 1.11313 1.11313 44.50360 0.20940 0.00180 0.00580
SN: 543953 12 1.11353 1.11353 44.29236 0.21340 0.00180 0.00544
SN: 912611 12 1.11361 1.11361 44.34191 0.18030 0.00180 0.04106
SN: 848388 12 1.11380 1.11380 44.69992 0.16270 0.00180 0.01196
SN: 448095 12 1.11382 1.11382 44.52145 0.18220 0.00180 0.00272
SN: 288618 12 1.11404 1.11404 44.03144 0.17630 0.00180 0.00282
SN: 560416 12 1.11430 1.11430 44.39223 0.21130 0.00180 0.00602
SN: 570644 12 1.11460 1.11460 44.37023 0.19630 0.00180 0.00234
SN: 730478 12 1.11468 1.11468 44.61551 0.26490 0.00180 0.00362
SN: 706081 12 1.11499 1.11499 44.28827 0.18120 0.00180 0.00580
SN: 419226 12 1.11507 1.11507 44.51325 0.24430 0.00180 0.02631
SN: 443657 12 1.11519 1.11519 44.36049 0.17710 0.00180 0.00279
SN: 1127372 12 1.11564 1.11564 43.81409 0.16410 0.00180 0.00483
SN: 658470 12 1.11603 1.11603 44.10801 0.18380 0.00180 0.01015
SN: 293170 12 1.11637 1.11637 44.60175 0.23460 0.00180 0.01471
SN: 207311 12 1.11652 1.11652 44.81497 0.24620 0.00180 0.00370
SN: 796409 12 1.11662 1.11662 44.41938 0.21270 0.00180 0.00782
SN: 741771 12 1.11669 1.11669 44.38120 0.10320 0.00180 0.00637
SN: 819131 12 1.11713 1.11713 44.37945 0.19360 0.00180 0.05217
SN: 96102 12 1.11716 1.11716 44.55880 0.20560 0.00180 0.00617
SN: 565392 12 1.11724 1.11724 44.19717 0.21620 0.00180 0.00668
SN: 1171144 12 1.11727 1.11727 44.09544 0.17820 0.00180 0.00676
SN: 405029 12 1.11763 1.11763 44.36640 0.26350 0.00180 0.15315
SN: 404775 12 1.11783 1.11783 44.80215 0.22040 0.00180 0.00407
SN: 670904 12 1.11830 1.11830 44.45647 0.17910 0.00180 0.00413
SN: 35365 12 1.11836 1.11836 44.33955 0.20050 0.00180 0.01351
SN: 436129 12 1.11871 1.11871 44.85973 0.24580 0.00180 0.00759
SN: 1091379 12 1.11892 1.11892 44.47580 0.20780 0.00180 0.00373
SN: 789492 12 1.11918 1.11918 44.19192 0.24220 0.00180 0.00619
SN: 725010 12 1.11926 1.11926 44.30287 0.19700 0.00180 0.00297
SN: 924256 12 1.11947 1.11947 44.36404 0.23230 0.00180 0.09611
SN: 359546 12 1.11958 1.11958 44.25122 0.26870 0.00180 0.00239
SN: 229911 12 1.11977 1.11977 44.35809 0.24360 0.00180 0.00711
SN: 529818 12 1.12032 1.12032 44.67163 0.24690 0.00180 0.00437
SN: 517586 12 1.12054 1.12054 44.87480 0.26370 0.00180 0.00424
SN: 483959 12 1.12058 1.12058 44.46124 0.19300 0.00180 0.00220
SN: 1156594 12 1.12059 1.12059 44.58747 0.22820 0.00180 0.00294
SN: 194852 12 1.12087 1.12087 44.42938 0.19380 0.00180 0.00504
SN: 1000926 12 1.12101 1.12101 44.60647 0.17900 0.00180 0.00455
SN: 794491 12 1.12125 1.12125 44.57208 0.27520 0.00180 0.15245
SN: 180883 12 1.12180 1.12180 44.54561 0.21620 0.00180 0.11700
SN: 787614 12 1.12210 1.12210 44.47596 0.19290 0.00180 0.00236
SN: 1076226 12 1.12241 1.12241 44.20902 0.19730 0.00180 0.00185
SN: 876457 12 1.12281 1.12281 44.29579 0.18400 0.00180 0.00284
SN: 854706 12 1.12304 1.12304 44.57607 0.21920 0.00180 0.00527
SN: 1055036 12 1.12312 1.12312 44.24256 0.18280 0.00180 0.00786
SN: 931862 12 1.12323 1.12323 44.27462 0.17940 0.00180 0.00910
SN: 752120 12 1.12429 1.12429 44.26254 0.22380 0.00180 0.00254
SN: 891516 12 1.12436 1.12436 44.05791 0.18340 0.00180 0.01013
SN: 1147426 12 1.12443 1.12443 44.26678 0.21990 0.00180 0.02725
SN: 1141938 12 1.12445 1.12445 44.56458 0.19800 0.00180 0.00335
SN: 1092393 12 1.12446 1.12446 44.44516 0.18450 0.00180 0.01442
SN: 1081334 12 1.12690 1.12690 44.32821 0.16440 0.00170 0.00288
SN: 1058783 12 1.12712 1.12712 43.96165 0.17480 0.00170 0.25810
SN: 601847 12 1.12716 1.12716 44.76310 0.19540 0.00170 0.00894
SN: 874634 12 1.12718 1.12718 44.45355 0.23100 0.00170 0.00815
SN: 10998 12 1.12757 1.12757 44.11973 0.18880 0.00170 0.00457
SN: 358533 12 1.12764 1.12764 44.62127 0.22990 0.00170 0.00349
SN: 602850 12 1.12780 1.12780 44.45287 0.21780 0.00170 0.00948
SN: 771617 12 1.12782 1.12782 44.33310 0.23830 0.00170 0.01397
SN: 684711 12 1.12783 1.12783 44.38751 0.19110 0.00170 0.00389
SN: 1166416 12 1.12810 1.12810 44.30094 0.19170 0.00170 0.00802
SN: 951034 12 1.12813 1.12813 44.69110 0.19490 0.00170 0.00721
SN: 684778 12 1.12820 1.12820 44.62403 0.21160 0.00170 0.00374
SN: 537797 12 1.12833 1.12833 44.36094 0.17600 0.00170 0.00931
SN: 793640 12 1.12844 1.12844 44.41145 0.20280 0.00170 0.00238
SN: 963909 12 1.12865 1.12865 44.32034 0.16900 0.00170 0.00220
SN: 602428 12 1.12868 1.12868 44.50620 0.24830 0.00170 0.00597
SN: 1082663 12 1.13041 1.13041 44.28196 0.19990 0.00170 0.01788
SN: 163010 12 1.13048 1.13048 44.39815 0.16630 0.00170 0.00530
SN: 861980 12 1.13056 1.13056 44.65821 0.19140 0.00170 0.00518
SN: 76917 12 1.13129 1.13129 44.81048 0.19790 0.00170 0.00727
SN: 977794 12 1.13131 1.13131 44.22994 0.18250 0.00170 0.00468
SN: 569600 12 1.13141 1.13141 44.23153 0.17780 0.00170 0.00324
SN: 55552 12 1.13152 1.13152 44.35391 0.13940 0.00170 0.00486
SN: 459376 12 1.13203 1.13203 44.31859 0.18520 0.00170 0.15098
SN: 283622 12 1.13224 1.13224 44.56634 0.20040 0.00170 0.00895
SN: 801298 12 1.13254 1.13254 44.45595 0.21830 0.00170 0.01962
SN: 435322 12 1.13256 1.13256 44.65104 0.21170 0.00170 0.00418
SN: 66487 12 1.13302 1.13302 44.65508 0.21840 0.00170 0.00729
SN: 720825 12 1.13317 1.13317 44.34830 0.20220 0.00170 0.01777
SN: 1149242 12 1.13321 1.13321 44.21162 0.21030 0.00170 0.00767
SN: 393967 12 1.13410 1.13410 44.48270 0.16340 0.00170 0.00437
SN: 665170 12 1.13427 1.13427 44.07359 0.19820 0.00170 0.08852
SN: 844260 12 1.13433 1.13433 44.29063 0.16880 0.00170 0.00779
SN: 1013720 12 1.13453 1.13453 44.43305 0.20130 0.00170 0.00693
SN: 1065147 12 1.13459 1.13459 44.48456 0.19440 0.00170 0.00301
SN: 768354 12 1.13481 1.13481 44.17470 0.16940 0.00170 0.00678
SN: 906420 12 1.13510 1.13510 44.63937 0.18460 0.00170 0.01499
SN: 299196 12 1.13572 1.13572 44.14963 0.18230 0.00170 0.00761
SN: 344945 12 1.13573 1.13573 44.78759 0.25740 0.00170 0.00769
SN: 738229 12 1.13583 1.13583 44.47985 0.24260 0.00170 0.01803
SN: 89382 12 1.13711 1.13711 44.05933 0.17180 0.00170 0.00325
SN: 170731 12 1.13723 1.13723 44.89261 0.27940 0.00170 0.00505
SN: 1035642 12 1.13734 1.13734 44.46629 0.19500 0.00170 0.00608
SN: 363276 12 1.13741 1.13741 44.40947 0.21290 0.00170 0.03085
SN: 701014 12 1.13746 1.13746 44.19099 0.16340 0.00170 0.00257
SN: 543039 12 1.13771 1.13771 44.25962 0.19270 0.00170 0.00287
SN: 519502 12 1.13789 1.13789 44.89521 0.19890 0.00170 0.00282
SN: 198592 12 1.13795 1.13795 44.49663 0.21530 0.00170 0.00504
SN: 232757 12 1.13865 1.13865 44.34658 0.19650 0.00170 0.00216
SN: 1086658 12 1.13885 1.13885 44.78282 0.25810 0.00170 0.01165
SN: 155799 12 1.13917 1.13917 44.40097 0.18470 0.00170 0.00491
